,frequency,frequency_ham,frequency_spam,P(word),P(word|ham),P(word|spam)
sabra,44,43,1,0.00012770539526271032,0.00017263044639021706,1.0476030841434798e-05
outsid,44,34,10,0.00012770539526271032,0.00013649849249459026,0.00010476030841434797
lesson,44,40,4,0.00012770539526271032,0.00016058646175834147,4.190412336573919e-05
outlook,44,40,4,0.00012770539526271032,0.00016058646175834147,4.190412336573919e-05
egmnom,44,44,0,0.00012770539526271032,0.0001766451079341756,0.0
bottom,44,13,31,0.00012770539526271032,5.219060007146097e-05,0.0003247569560844787
ftworth,43,43,0,0.00012480299991583053,0.00017263044639021706,0.0
constitut,43,2,41,0.00012480299991583053,8.029323087917072e-06,0.0004295172644988267
equip,43,28,15,0.00012480299991583053,0.00011241052323083903,0.00015714046262152196
davi,43,30,13,0.00012480299991583053,0.0001204398463187561,0.00013618840093865237
seaman,43,43,0,0.00012480299991583053,0.00017263044639021706,0.0
mtbe,43,43,0,0.00012480299991583053,0.00017263044639021706,0.0
accomplish,43,34,9,0.00012480299991583053,0.00013649849249459026,9.428427757291318e-05
mazowita,43,43,0,0.00012480299991583053,0.00017263044639021706,0.0
vaughn,43,43,0,0.00012480299991583053,0.00017263044639021706,0.0
wellmet,43,43,0,0.00012480299991583053,0.00017263044639021706,0.0
client,43,17,26,0.00012480299991583053,6.824924624729513e-05,0.00027237680187730475
count,43,33,10,0.00012480299991583053,0.0001324838309506317,0.00010476030841434797
rev,43,43,0,0.00012480299991583053,0.00017263044639021706,0.0
fontfont,43,0,43,0.00012480299991583053,0.0,0.0004504693261816963
corporationalbrecht,43,43,0,0.00012480299991583053,0.00017263044639021706,0.0
guadalup,43,43,0,0.00012480299991583053,0.00017263044639021706,0.0
carrier,43,26,17,0.00012480299991583053,0.00010438120014292195,0.00017809252430439154
min,43,10,33,0.00012480299991583053,4.014661543958537e-05,0.0003457090177673483
true,43,26,17,0.00012480299991583053,0.00010438120014292195,0.00017809252430439154
clickathom,43,43,0,0.00012480299991583053,0.00017263044639021706,0.0
hplr,43,43,0,0.00012480299991583053,0.00017263044639021706,0.0
heart,43,17,26,0.00012480299991583053,6.824924624729513e-05,0.00027237680187730475
split,43,36,7,0.00012480299991583053,0.00014452781558250733,7.333221589004358e-05
engin,43,22,21,0.00012480299991583053,8.83225539670878e-05,0.00021999664767013074
gottlob,43,43,0,0.00012480299991583053,0.00017263044639021706,0.0
charlen,43,43,0,0.00012480299991583053,0.00017263044639021706,0.0
baseload,43,43,0,0.00012480299991583053,0.00017263044639021706,0.0
cowboy,43,42,1,0.00012480299991583053,0.00016861578484625854,1.0476030841434798e-05
explod,43,1,42,0.00012480299991583053,4.014661543958536e-06,0.0004399932953402615
almost,43,16,27,0.00012480299991583053,6.423458470333658e-05,0.0002828528327187395
commiss,42,30,12,0.00012190060456895075,0.0001204398463187561,0.00012571237009721757
zonewww,42,0,42,0.00012190060456895075,0.0,0.0004399932953402615
cherri,42,40,2,0.00012190060456895075,0.00016058646175834147,2.0952061682869596e-05
environ,42,28,14,0.00012190060456895075,0.00011241052323083903,0.00014666443178008715
establish,42,18,24,0.00012190060456895075,7.226390779125366e-05,0.00025142474019443513
hernandez,42,42,0,0.00012190060456895075,0.00016861578484625854,0.0
merchant,42,35,7,0.00012190060456895075,0.00014051315403854878,7.333221589004358e-05
commenc,42,33,9,0.00012190060456895075,0.0001324838309506317,9.428427757291318e-05
pep,42,42,0,0.00012190060456895075,0.00016861578484625854,0.0
definit,42,22,20,0.00012190060456895075,8.83225539670878e-05,0.00020952061682869594
stori,42,18,24,0.00012190060456895075,7.226390779125366e-05,0.00025142474019443513
overnight,42,4,38,0.00012190060456895075,1.6058646175834145e-05,0.0003980891719745223
econom,42,28,14,0.00012190060456895075,0.00011241052323083903,0.00014666443178008715
cindi,42,41,1,0.00012190060456895075,0.0001646011233023,1.0476030841434798e-05
vicodin,42,0,42,0.00012190060456895075,0.0,0.0004399932953402615
speckel,42,42,0,0.00012190060456895075,0.00016861578484625854,0.0
texoma,42,42,0,0.00012190060456895075,0.00016861578484625854,0.0
throughout,42,23,19,0.00012190060456895075,9.233721551104634e-05,0.00019904458598726116
elimin,42,24,18,0.00012190060456895075,9.635187705500487e-05,0.00018856855514582635
decreas,42,36,6,0.00012190060456895075,0.00014452781558250733,6.285618504860878e-05
yvett,42,40,2,0.00012190060456895075,0.00016058646175834147,2.0952061682869596e-05
front,42,11,31,0.00012190060456895075,4.41612769835439e-05,0.0003247569560844787
legisl,42,1,41,0.00012190060456895075,4.014661543958536e-06,0.0004295172644988267
inher,42,2,40,0.00012190060456895075,8.029323087917072e-06,0.00041904123365739187
bammel,42,42,0,0.00012190060456895075,0.00016861578484625854,0.0
wonder,42,24,18,0.00012190060456895075,9.635187705500487e-05,0.00018856855514582635
reduct,42,17,25,0.00012190060456895075,6.824924624729513e-05,0.00026190077103586994
lesli,42,41,1,0.00012190060456895075,0.0001646011233023,1.0476030841434798e-05
mile,41,17,24,0.00011899820922207097,6.824924624729513e-05,0.00025142474019443513
austin,41,40,1,0.00011899820922207097,0.00016058646175834147,1.0476030841434798e-05
tailgat,41,41,0,0.00011899820922207097,0.0001646011233023,0.0
winner,41,9,32,0.00011899820922207097,3.613195389562683e-05,0.00033523298692591353
leas,41,23,18,0.00011899820922207097,9.233721551104634e-05,0.00018856855514582635
customerservic,41,0,41,0.00011899820922207097,0.0,0.0004295172644988267
eff,41,34,7,0.00011899820922207097,0.00013649849249459026,7.333221589004358e-05
oblig,41,22,19,0.00011899820922207097,8.83225539670878e-05,0.00019904458598726116
hospit,41,8,33,0.00011899820922207097,3.211729235166829e-05,0.0003457090177673483
diamond,41,12,29,0.00011899820922207097,4.817593852750244e-05,0.0003038048944016091
burn,41,18,23,0.00011899820922207097,7.226390779125366e-05,0.00024094870935300033
shownabov,41,0,41,0.00011899820922207097,0.0,0.0004295172644988267
brent,41,41,0,0.00011899820922207097,0.0001646011233023,0.0
compric,41,0,41,0.00011899820922207097,0.0,0.0004295172644988267
seller,41,39,2,0.00011899820922207097,0.00015657180021438292,2.0952061682869596e-05
darial,41,0,41,0.00011899820922207097,0.0,0.0004295172644988267
child,41,24,17,0.00011899820922207097,9.635187705500487e-05,0.00017809252430439154
trust,41,16,25,0.00011899820922207097,6.423458470333658e-05,0.00026190077103586994
touch,41,28,13,0.00011899820922207097,0.00011241052323083903,0.00013618840093865237
walter,41,35,6,0.00011899820922207097,0.00014051315403854878,6.285618504860878e-05
cellpad,41,0,41,0.00011899820922207097,0.0,0.0004295172644988267
thefollow,41,38,3,0.00011899820922207097,0.0001525571386704244,3.142809252430439e-05
desir,41,20,21,0.00011899820922207097,8.029323087917073e-05,0.00021999664767013074
sea,41,31,10,0.00011899820922207097,0.00012445450786271464,0.00010476030841434797
deer,41,38,3,0.00011899820922207097,0.0001525571386704244,3.142809252430439e-05
chemic,41,35,6,0.00011899820922207097,0.00014051315403854878,6.285618504860878e-05
zivley,41,41,0,0.00011899820922207097,0.0001646011233023,0.0
delay,41,22,19,0.00011899820922207097,8.83225539670878e-05,0.00019904458598726116
minimum,41,29,12,0.00011899820922207097,0.00011642518477479757,0.00012571237009721757
master,41,24,17,0.00011899820922207097,9.635187705500487e-05,0.00017809252430439154
topica,41,41,0,0.00011899820922207097,0.0001646011233023,0.0
withoutnotic,41,0,41,0.00011899820922207097,0.0,0.0004295172644988267
summer,41,36,5,0.00011899820922207097,0.00014452781558250733,5.2380154207173984e-05
kid,40,32,8,0.00011609581387519119,0.00012846916940667316,8.380824673147838e-05
discov,40,12,28,0.00011609581387519119,4.817593852750244e-05,0.0002933288635601743
stuff,40,21,19,0.00011609581387519119,8.430789242312927e-05,0.00019904458598726116
hillari,40,40,0,0.00011609581387519119,0.00016058646175834147,0.0
jaquet,40,40,0,0.00011609581387519119,0.00016058646175834147,0.0
insur,40,26,14,0.00011609581387519119,0.00010438120014292195,0.00014666443178008715
comcompaqhewlett,40,0,40,0.00011609581387519119,0.0,0.00041904123365739187
finish,40,29,11,0.00011609581387519119,0.00011642518477479757,0.00011523633925578277
nick,40,40,0,0.00011609581387519119,0.00016058646175834147,0.0
reliant,40,40,0,0.00011609581387519119,0.00016058646175834147,0.0
stretch,40,37,3,0.00011609581387519119,0.00014854247712646585,3.142809252430439e-05
villarr,40,40,0,0.00011609581387519119,0.00016058646175834147,0.0
unabl,40,38,2,0.00011609581387519119,0.0001525571386704244,2.0952061682869596e-05
fall,40,28,12,0.00011609581387519119,0.00011241052323083903,0.00012571237009721757
anycomplaint,40,0,40,0.00011609581387519119,0.0,0.00041904123365739187
cent,40,15,25,0.00011609581387519119,6.021992315937805e-05,0.00026190077103586994
patti,40,39,1,0.00011609581387519119,0.00015657180021438292,1.0476030841434798e-05
nomad,40,0,40,0.00011609581387519119,0.0,0.00041904123365739187
rais,40,16,24,0.00011609581387519119,6.423458470333658e-05,0.00025142474019443513
correspond,40,22,18,0.00011609581387519119,8.83225539670878e-05,0.00018856855514582635
introduc,40,19,21,0.00011609581387519119,7.62785693352122e-05,0.00021999664767013074
deadlin,40,38,2,0.00011609581387519119,0.0001525571386704244,2.0952061682869596e-05
cancel,40,25,15,0.00011609581387519119,0.00010036653859896341,0.00015714046262152196
confid,40,12,28,0.00011609581387519119,4.817593852750244e-05,0.0002933288635601743
iiipass,40,0,40,0.00011609581387519119,0.0,0.00041904123365739187
packard,40,0,40,0.00011609581387519119,0.0,0.00041904123365739187
restrict,40,34,6,0.00011609581387519119,0.00013649849249459026,6.285618504860878e-05
insid,40,9,31,0.00011609581387519119,3.613195389562683e-05,0.0003247569560844787
manufactur,40,1,39,0.00011609581387519119,4.014661543958536e-06,0.00040856520281595707
dial,40,9,31,0.00011609581387519119,3.613195389562683e-05,0.0003247569560844787
dailyl,40,40,0,0.00011609581387519119,0.00016058646175834147,0.0
sleep,40,1,39,0.00011609581387519119,4.014661543958536e-06,0.00040856520281595707
conveni,40,14,26,0.00011609581387519119,5.6205261615419515e-05,0.00027237680187730475
edmondson,40,40,0,0.00011609581387519119,0.00016058646175834147,0.0
suzann,40,40,0,0.00011609581387519119,0.00016058646175834147,0.0
enquiri,40,0,40,0.00011609581387519119,0.0,0.00041904123365739187
worksheet,39,39,0,0.00011319341852831141,0.00015657180021438292,0.0
contactinform,39,2,37,0.00011319341852831141,8.029323087917072e-06,0.0003876131411330875
session,39,32,7,0.00011319341852831141,0.00012846916940667316,7.333221589004358e-05
charl,39,33,6,0.00011319341852831141,0.0001324838309506317,6.285618504860878e-05
robin,39,34,5,0.00011319341852831141,0.00013649849249459026,5.2380154207173984e-05
capabl,39,18,21,0.00011319341852831141,7.226390779125366e-05,0.00021999664767013074
romeo,39,38,1,0.00011319341852831141,0.0001525571386704244,1.0476030841434798e-05
entertain,39,8,31,0.00011319341852831141,3.211729235166829e-05,0.0003247569560844787
built,39,20,19,0.00011319341852831141,8.029323087917073e-05,0.00019904458598726116
benedict,39,34,5,0.00011319341852831141,0.00013649849249459026,5.2380154207173984e-05
confus,39,37,2,0.00011319341852831141,0.00014854247712646585,2.0952061682869596e-05
sometim,39,29,10,0.00011319341852831141,0.00011642518477479757,0.00010476030841434797
main,39,23,16,0.00011319341852831141,9.233721551104634e-05,0.00016761649346295676
solicit,39,4,35,0.00011319341852831141,1.6058646175834145e-05,0.0003666610794502179
amend,39,24,15,0.00011319341852831141,9.635187705500487e-05,0.00015714046262152196
simpl,39,7,32,0.00011319341852831141,2.8102630807709757e-05,0.00033523298692591353
dilig,39,5,34,0.00011319341852831141,2.0073307719792683e-05,0.0003561850486087831
hol,39,39,0,0.00011319341852831141,0.00015657180021438292,0.0
dudley,39,37,2,0.00011319341852831141,0.00014854247712646585,2.0952061682869596e-05
htm,39,29,10,0.00011319341852831141,0.00011642518477479757,0.00010476030841434797
emir,39,0,39,0.00011319341852831141,0.0,0.00040856520281595707
street,39,21,18,0.00011319341852831141,8.430789242312927e-05,0.00018856855514582635
doubl,39,20,19,0.00011319341852831141,8.029323087917073e-05,0.00019904458598726116
commod,39,35,4,0.00011319341852831141,0.00014051315403854878,4.190412336573919e-05
bed,39,18,21,0.00011319341852831141,7.226390779125366e-05,0.00021999664767013074
weather,39,34,5,0.00011319341852831141,0.00013649849249459026,5.2380154207173984e-05
island,39,31,8,0.00011319341852831141,0.00012445450786271464,8.380824673147838e-05
choic,39,20,19,0.00011319341852831141,8.029323087917073e-05,0.00019904458598726116
sum,39,4,35,0.00011319341852831141,1.6058646175834145e-05,0.0003666610794502179
blank,39,9,30,0.00011319341852831141,3.613195389562683e-05,0.0003142809252430439
uae,39,0,39,0.00011319341852831141,0.0,0.00040856520281595707
knowledg,39,27,12,0.00011319341852831141,0.00010839586168688048,0.00012571237009721757
like,39,31,8,0.00011319341852831141,0.00012445450786271464,8.380824673147838e-05
rock,39,7,32,0.00011319341852831141,2.8102630807709757e-05,0.00033523298692591353
eiben,39,39,0,0.00011319341852831141,0.00015657180021438292,0.0
comtel,39,0,39,0.00011319341852831141,0.0,0.00040856520281595707
airmail,39,35,4,0.00011319341852831141,0.00014051315403854878,4.190412336573919e-05
signific,39,27,12,0.00011319341852831141,0.00010839586168688048,0.00012571237009721757
heather,39,39,0,0.00011319341852831141,0.00015657180021438292,0.0
toth,39,32,7,0.00011319341852831141,0.00012846916940667316,7.333221589004358e-05
briley,39,39,0,0.00011319341852831141,0.00015657180021438292,0.0
bobbi,39,24,15,0.00011319341852831141,9.635187705500487e-05,0.00015714046262152196
comdellinteliomegaepsonaopencreativetoshibaapcciscousroboticsmicrosoftcanonintellinettargusviewsonicibmsoni,39,0,39,0.00011319341852831141,0.0,0.00040856520281595707
charset,39,5,34,0.00011319341852831141,2.0073307719792683e-05,0.0003561850486087831
chief,39,31,8,0.00011319341852831141,0.00012445450786271464,8.380824673147838e-05
belief,39,4,35,0.00011319341852831141,1.6058646175834145e-05,0.0003666610794502179
speak,39,22,17,0.00011319341852831141,8.83225539670878e-05,0.00017809252430439154
exercis,39,12,27,0.00011319341852831141,4.817593852750244e-05,0.0002828528327187395
replica,39,0,39,0.00011319341852831141,0.0,0.00040856520281595707
griffin,39,38,1,0.00011319341852831141,0.0001525571386704244,1.0476030841434798e-05
fire,39,5,34,0.00011319341852831141,2.0073307719792683e-05,0.0003561850486087831
changeusa,39,0,39,0.00011319341852831141,0.0,0.00040856520281595707
regul,39,24,15,0.00011319341852831141,9.635187705500487e-05,0.00015714046262152196
driver,39,27,12,0.00011319341852831141,0.00010839586168688048,0.00012571237009721757
art,38,6,32,0.00011029102318143163,2.408796926375122e-05,0.00033523298692591353
glover,38,38,0,0.00011029102318143163,0.0001525571386704244,0.0
spencer,38,36,2,0.00011029102318143163,0.00014452781558250733,2.0952061682869596e-05
andtrademark,38,0,38,0.00011029102318143163,0.0,0.0003980891719745223
itoy,38,0,38,0.00011029102318143163,0.0,0.0003980891719745223
cal,38,32,6,0.00011029102318143163,0.00012846916940667316,6.285618504860878e-05
pack,38,8,30,0.00011029102318143163,3.211729235166829e-05,0.0003142809252430439
plain,38,22,16,0.00011029102318143163,8.83225539670878e-05,0.00016761649346295676
plaintext,38,0,38,0.00011029102318143163,0.0,0.0003980891719745223
thanksgari,38,38,0,0.00011029102318143163,0.0001525571386704244,0.0
venturato,38,38,0,0.00011029102318143163,0.0001525571386704244,0.0
photo,38,8,30,0.00011029102318143163,3.211729235166829e-05,0.0003142809252430439
oursal,38,0,38,0.00011029102318143163,0.0,0.0003980891719745223
ferc,38,38,0,0.00011029102318143163,0.0001525571386704244,0.0
palestinian,38,0,38,0.00011029102318143163,0.0,0.0003980891719745223
steven,38,31,7,0.00011029102318143163,0.00012445450786271464,7.333221589004358e-05
town,38,32,6,0.00011029102318143163,0.00012846916940667316,6.285618504860878e-05
eel,38,38,0,0.00011029102318143163,0.0001525571386704244,0.0
degre,38,10,28,0.00011029102318143163,4.014661543958537e-05,0.0002933288635601743
elsa,38,38,0,0.00011029102318143163,0.0001525571386704244,0.0
patclyn,38,38,0,0.00011029102318143163,0.0001525571386704244,0.0
materia,38,0,38,0.00011029102318143163,0.0,0.0003980891719745223
luck,38,19,19,0.00011029102318143163,7.62785693352122e-05,0.00019904458598726116
tim,38,31,7,0.00011029102318143163,0.00012445450786271464,7.333221589004358e-05
arriv,38,21,17,0.00011029102318143163,8.430789242312927e-05,0.00017809252430439154
crow,38,37,1,0.00011029102318143163,0.00014854247712646585,1.0476030841434798e-05
ventur,38,15,23,0.00011029102318143163,6.021992315937805e-05,0.00024094870935300033
bryce,38,37,1,0.00011029102318143163,0.00014854247712646585,1.0476030841434798e-05
explain,37,28,9,0.00010738862783455185,0.00011241052323083903,9.428427757291318e-05
aeor,37,0,37,0.00010738862783455185,0.0,0.0003876131411330875
explos,37,1,36,0.00010738862783455185,4.014661543958536e-06,0.0003771371102916527
ahead,37,25,12,0.00010738862783455185,0.00010036653859896341,0.00012571237009721757
laptop,37,9,28,0.00010738862783455185,3.613195389562683e-05,0.0002933288635601743
zonedubai,37,0,37,0.00010738862783455185,0.0,0.0003876131411330875
depress,37,0,37,0.00010738862783455185,0.0,0.0003876131411330875
constru,37,0,37,0.00010738862783455185,0.0,0.0003876131411330875
approx,37,35,2,0.00010738862783455185,0.00014051315403854878,2.0952061682869596e-05
dealerand,37,0,37,0.00010738862783455185,0.0,0.0003876131411330875
pressur,37,30,7,0.00010738862783455185,0.0001204398463187561,7.333221589004358e-05
resuit,37,0,37,0.00010738862783455185,0.0,0.0003876131411330875
electron,37,25,12,0.00010738862783455185,0.00010036653859896341,0.00012571237009721757
youin,37,0,37,0.00010738862783455185,0.0,0.0003876131411330875
premium,37,5,32,0.00010738862783455185,2.0073307719792683e-05,0.00033523298692591353
comfort,37,8,29,0.00010738862783455185,3.211729235166829e-05,0.0003038048944016091
org,37,30,7,0.00010738862783455185,0.0001204398463187561,7.333221589004358e-05
wireless,37,1,36,0.00010738862783455185,4.014661543958536e-06,0.0003771371102916527
practic,37,14,23,0.00010738862783455185,5.6205261615419515e-05,0.00024094870935300033
ram,37,25,12,0.00010738862783455185,0.00010036653859896341,0.00012571237009721757
cold,37,28,9,0.00010738862783455185,0.00011241052323083903,9.428427757291318e-05
listbot,37,37,0,0.00010738862783455185,0.00014854247712646585,0.0
studi,37,10,27,0.00010738862783455185,4.014661543958537e-05,0.0002828528327187395
orfor,37,0,37,0.00010738862783455185,0.0,0.0003876131411330875
toward,37,18,19,0.00010738862783455185,7.226390779125366e-05,0.00019904458598726116
predict,37,3,34,0.00010738862783455185,1.204398463187561e-05,0.0003561850486087831
consist,37,21,16,0.00010738862783455185,8.430789242312927e-05,0.00016761649346295676
edu,37,36,1,0.00010738862783455185,0.00014452781558250733,1.0476030841434798e-05
severson,37,37,0,0.00010738862783455185,0.00014854247712646585,0.0
reev,37,35,2,0.00010738862783455185,0.00014051315403854878,2.0952061682869596e-05
beck,37,35,2,0.00010738862783455185,0.00014051315403854878,2.0952061682869596e-05
relax,37,4,33,0.00010738862783455185,1.6058646175834145e-05,0.0003457090177673483
foot,36,27,9,0.00010448623248767207,0.00010839586168688048,9.428427757291318e-05
saw,36,16,20,0.00010448623248767207,6.423458470333658e-05,0.00020952061682869594
forese,36,1,35,0.00010448623248767207,4.014661543958536e-06,0.0003666610794502179
heal,36,28,8,0.00010448623248767207,0.00011241052323083903,8.380824673147838e-05
studio,36,0,36,0.00010448623248767207,0.0,0.0003771371102916527
enabl,36,14,22,0.00010448623248767207,5.6205261615419515e-05,0.00023047267851156555
loui,36,21,15,0.00010448623248767207,8.430789242312927e-05,0.00015714046262152196
greif,36,36,0,0.00010448623248767207,0.00014452781558250733,0.0
otc,36,2,34,0.00010448623248767207,8.029323087917072e-06,0.0003561850486087831
ifyou,36,26,10,0.00010448623248767207,0.00010438120014292195,0.00010476030841434797
tech,36,16,20,0.00010448623248767207,6.423458470333658e-05,0.00020952061682869594
excel,36,18,18,0.00010448623248767207,7.226390779125366e-05,0.00018856855514582635
markx,36,36,0,0.00010448623248767207,0.00014452781558250733,0.0
tier,36,30,6,0.00010448623248767207,0.0001204398463187561,6.285618504860878e-05
regular,36,16,20,0.00010448623248767207,6.423458470333658e-05,0.00020952061682869594
salari,36,31,5,0.00010448623248767207,0.00012445450786271464,5.2380154207173984e-05
meredith,36,36,0,0.00010448623248767207,0.00014452781558250733,0.0
cilco,36,36,0,0.00010448623248767207,0.00014452781558250733,0.0
llc,36,24,12,0.00010448623248767207,9.635187705500487e-05,0.00012571237009721757
payrol,36,36,0,0.00010448623248767207,0.00014452781558250733,0.0
previou,36,31,5,0.00010448623248767207,0.00012445450786271464,5.2380154207173984e-05
behind,36,23,13,0.00010448623248767207,9.233721551104634e-05,0.00013618840093865237
benoit,36,35,1,0.00010448623248767207,0.00014051315403854878,1.0476030841434798e-05
husband,36,9,27,0.00010448623248767207,3.613195389562683e-05,0.0002828528327187395
usual,36,26,10,0.00010448623248767207,0.00010438120014292195,0.00010476030841434797
duplic,36,22,14,0.00010448623248767207,8.83225539670878e-05,0.00014666443178008715
intraday,36,36,0,0.00010448623248767207,0.00014452781558250733,0.0
auto,36,19,17,0.00010448623248767207,7.62785693352122e-05,0.00017809252430439154
sendyour,36,0,36,0.00010448623248767207,0.0,0.0003771371102916527
offersin,36,0,36,0.00010448623248767207,0.0,0.0003771371102916527
conduct,36,17,19,0.00010448623248767207,6.824924624729513e-05,0.00019904458598726116
sampl,36,28,8,0.00010448623248767207,0.00011241052323083903,8.380824673147838e-05
son,36,11,25,0.00010448623248767207,4.41612769835439e-05,0.00026190077103586994
otcbb,36,0,36,0.00010448623248767207,0.0,0.0003771371102916527
devic,36,1,35,0.00010448623248767207,4.014661543958536e-06,0.0003666610794502179
seat,36,31,5,0.00010448623248767207,0.00012445450786271464,5.2380154207173984e-05
lon,36,31,5,0.00010448623248767207,0.00012445450786271464,5.2380154207173984e-05
kathryn,36,36,0,0.00010448623248767207,0.00014452781558250733,0.0
appar,35,32,3,0.0001015838371407923,0.00012846916940667316,3.142809252430439e-05
russ,35,34,1,0.0001015838371407923,0.00013649849249459026,1.0476030841434798e-05
coast,35,28,7,0.0001015838371407923,0.00011241052323083903,7.333221589004358e-05
unless,35,25,10,0.0001015838371407923,0.00010036653859896341,0.00010476030841434797
femal,35,0,35,0.0001015838371407923,0.0,0.0003666610794502179
disclos,35,11,24,0.0001015838371407923,4.41612769835439e-05,0.00025142474019443513
forexport,35,0,35,0.0001015838371407923,0.0,0.0003666610794502179
multi,35,5,30,0.0001015838371407923,2.0073307719792683e-05,0.0003142809252430439
leth,35,0,35,0.0001015838371407923,0.0,0.0003666610794502179
nice,35,19,16,0.0001015838371407923,7.62785693352122e-05,0.00016761649346295676
forecast,35,25,10,0.0001015838371407923,0.00010036653859896341,0.00010476030841434797
whatev,35,21,14,0.0001015838371407923,8.430789242312927e-05,0.00014666443178008715
tournament,35,25,10,0.0001015838371407923,0.00010036653859896341,0.00010476030841434797
tonight,35,23,12,0.0001015838371407923,9.233721551104634e-05,0.00012571237009721757
transco,35,35,0,0.0001015838371407923,0.00014051315403854878,0.0
larri,35,32,3,0.0001015838371407923,0.00012846916940667316,3.142809252430439e-05
audit,35,17,18,0.0001015838371407923,6.824924624729513e-05,0.00018856855514582635
pic,35,9,26,0.0001015838371407923,3.613195389562683e-05,0.00027237680187730475
dolphin,35,33,2,0.0001015838371407923,0.0001324838309506317,2.0952061682869596e-05
aim,35,25,10,0.0001015838371407923,0.00010036653859896341,0.00010476030841434797
joani,35,35,0,0.0001015838371407923,0.00014051315403854878,0.0
molli,35,33,2,0.0001015838371407923,0.0001324838309506317,2.0952061682869596e-05
wear,35,17,18,0.0001015838371407923,6.824924624729513e-05,0.00018856855514582635
club,35,24,11,0.0001015838371407923,9.635187705500487e-05,0.00011523633925578277
frank,35,30,5,0.0001015838371407923,0.0001204398463187561,5.2380154207173984e-05
sponsor,34,21,13,9.868144179391251e-05,8.430789242312927e-05,0.00013618840093865237
qualifi,34,9,25,9.868144179391251e-05,3.613195389562683e-05,0.00026190077103586994
penni,34,2,32,9.868144179391251e-05,8.029323087917072e-06,0.00033523298692591353
gateway,34,10,24,9.868144179391251e-05,4.014661543958537e-05,0.00025142474019443513
vice,34,28,6,9.868144179391251e-05,0.00011241052323083903,6.285618504860878e-05
map,34,28,6,9.868144179391251e-05,0.00011241052323083903,6.285618504860878e-05
atleast,34,4,30,9.868144179391251e-05,1.6058646175834145e-05,0.0003142809252430439
relationship,34,16,18,9.868144179391251e-05,6.423458470333658e-05,0.00018856855514582635
usd,34,4,30,9.868144179391251e-05,1.6058646175834145e-05,0.0003142809252430439
aquila,34,32,2,9.868144179391251e-05,0.00012846916940667316,2.0952061682869596e-05
although,34,19,15,9.868144179391251e-05,7.62785693352122e-05,0.00015714046262152196
conoco,34,34,0,9.868144179391251e-05,0.00013649849249459026,0.0
sean,34,28,6,9.868144179391251e-05,0.00011241052323083903,6.285618504860878e-05
redmond,34,33,1,9.868144179391251e-05,0.0001324838309506317,1.0476030841434798e-05
inciud,34,0,34,9.868144179391251e-05,0.0,0.0003561850486087831
bar,34,28,6,9.868144179391251e-05,0.00011241052323083903,6.285618504860878e-05
cooper,34,20,14,9.868144179391251e-05,8.029323087917073e-05,0.00014666443178008715
intra,34,34,0,9.868144179391251e-05,0.00013649849249459026,0.0
hydrocarbon,34,32,2,9.868144179391251e-05,0.00012846916940667316,2.0952061682869596e-05
resolut,34,25,9,9.868144179391251e-05,0.00010036653859896341,9.428427757291318e-05
ngo,34,34,0,9.868144179391251e-05,0.00013649849249459026,0.0
la,34,10,24,9.868144179391251e-05,4.014661543958537e-05,0.00025142474019443513
shown,34,29,5,9.868144179391251e-05,0.00011642518477479757,5.2380154207173984e-05
cart,34,24,10,9.868144179391251e-05,9.635187705500487e-05,0.00010476030841434797
symbol,34,4,30,9.868144179391251e-05,1.6058646175834145e-05,0.0003142809252430439
encourag,34,25,9,9.868144179391251e-05,0.00010036653859896341,9.428427757291318e-05
extern,34,21,13,9.868144179391251e-05,8.430789242312927e-05,0.00013618840093865237
platform,34,19,15,9.868144179391251e-05,7.62785693352122e-05,0.00015714046262152196
provis,34,33,1,9.868144179391251e-05,0.0001324838309506317,1.0476030841434798e-05
particular,34,23,11,9.868144179391251e-05,9.233721551104634e-05,0.00011523633925578277
loan,34,11,23,9.868144179391251e-05,4.41612769835439e-05,0.00024094870935300033
incorrect,33,30,3,9.577904644703274e-05,0.0001204398463187561,3.142809252430439e-05
drink,33,9,24,9.577904644703274e-05,3.613195389562683e-05,0.00025142474019443513
fulli,33,14,19,9.577904644703274e-05,5.6205261615419515e-05,0.00019904458598726116
flynn,33,31,2,9.577904644703274e-05,0.00012445450786271464,2.0952061682869596e-05
imit,33,0,33,9.577904644703274e-05,0.0,0.0003457090177673483
buddi,33,25,8,9.577904644703274e-05,0.00010036653859896341,8.380824673147838e-05
effici,33,15,18,9.577904644703274e-05,6.021992315937805e-05,0.00018856855514582635
gone,33,12,21,9.577904644703274e-05,4.817593852750244e-05,0.00021999664767013074
verdana,33,0,33,9.577904644703274e-05,0.0,0.0003457090177673483
comstock,33,33,0,9.577904644703274e-05,0.0001324838309506317,0.0
expert,33,5,28,9.577904644703274e-05,2.0073307719792683e-05,0.0002933288635601743
treatment,33,3,30,9.577904644703274e-05,1.204398463187561e-05,0.0003142809252430439
mack,33,33,0,9.577904644703274e-05,0.0001324838309506317,0.0
shawna,33,33,0,9.577904644703274e-05,0.0001324838309506317,0.0
midstream,33,31,2,9.577904644703274e-05,0.00012445450786271464,2.0952061682869596e-05
display,33,21,12,9.577904644703274e-05,8.430789242312927e-05,0.00012571237009721757
shipper,33,33,0,9.577904644703274e-05,0.0001324838309506317,0.0
achiev,33,9,24,9.577904644703274e-05,3.613195389562683e-05,0.00025142474019443513
